子商户编号,交易日期,交易时间,订单号,支付方式,交易金额,清算金额,手续费,手续费率
tl20210105,20210520,180724,447822665893064704,微信,25,25,.05,200
TL1229,20210520,180724,447822667642089472,微信,30,30,.08,255
TL1229,20210520,180903,447823083301810176,微信,40,40,.1,255
TL1229,20210520,181033,447823460478791680,微信,25,25,.06,255
tl20210105,20210520,181034,447823461221183488,微信,48,48,.1,200
tl20210105,20210520,180733,447822706951106560,微信,10,10,.02,200
tl20210105,20210520,180906,447823096706805760,微信,48,48,.1,200
tl20210105,20210520,180907,K520053432202363,微信,48,48,.1,200
TL1229,20210520,180908,447823101995823104,微信,40,40,.1,255
TL1229,20210520,180908,447823105942663168,微信,65,65,.17,255
TL1229,20210520,180738,447822728014901248,微信,10,10,.03,255
TL1229,20210520,180916,447823135747387392,微信,15,15,.04,255
TL1229,20210520,180746,447822757966426112,微信,10,10,.03,255
TL1229,20210520,180748,447822768733204480,微信,15,15,.04,255
TL1229,20210520,180749,447822772944285696,微信,130,130,.33,255
tl20210105,20210520,180749,447822774047387648,微信,25,25,.05,200
tl20210105,20210520,180754,447822792070311936,微信,16,16,.03,200
TL1229,20210520,180757,447822804695166976,微信,10,10,.03,255
tl20210105,20210520,180759,447822806544855040,微信,48,48,.1,200
tl20210105,20210520,180800,447822819215847424,微信,30,30,.06,200
TL1229,20210520,180801,447822823229796352,微信,55,55,.14,255
tl20210105,20210520,180801,447822824739745792,微信,8,8,.02,200
tl20210105,20210520,180927,447823182908141568,微信,48,48,.1,200
TL1229,20210520,180928,447823185810599936,微信,15,15,.04,255
TL1229,20210520,180929,447823191074451456,微信,60,60,.15,255
TL1229,20210520,180625,447822420459171840,微信,50,50,.13,255
tl20210105,20210520,180628,447822434321346560,微信,10,10,.02,200
tl20210105,20210520,180935,447823218433896448,微信,25,25,.05,200
tl20210105,20210520,180940,K520053748531996,微信,73,73,.15,200
tl20210105,20210520,180637,447822471952642048,微信,40,40,.08,200
tl20210105,20210520,180813,447822874148646912,微信,30,30,.06,200
tl00108,20210520,180814,447822878275842048,微信,22,22,.06,255
tl20210105,20210520,180947,447823267096211456,微信,56,56,.11,200
tl20210105,20210520,180947,447823268614549504,微信,30,30,.06,200
TL1229,20210520,180951,447823282422198272,微信,15,15,.04,255
tl20210105,20210520,180645,447822504722739200,微信,40,40,.08,200
tl20210105,20210520,180818,447822896135188480,微信,48,48,.1,200
TL1229,20210520,180819,447822897062129664,微信,55,55,.14,255
tl20210105,20210520,180819,447822900434350080,微信,41,41,.08,200
TL1229,20210520,180955,447823301699219456,微信,45,45,.11,255
TL1229,20210520,180955,447823302290616320,微信,28,28,.07,255
TL1229,20210520,180654,447822542819602432,微信,45,45,.11,255
tl20210105,20210520,180655,K520052121717195,微信,33,33,.07,200
tl20210105,20210520,180824,447822920688644096,微信,18,18,.04,200
TL1229,20210520,180825,447822923884703744,微信,110,110,.28,255
TL1229,20210520,180832,447822951864905728,微信,40,40,.1,255
tl20210105,20210520,181001,447823326705659904,微信,39,39,.08,200
TL1229,20210520,180658,447822556832772096,微信,15,15,.04,255
tl20210105,20210520,180659,447822561635250176,微信,22,22,.04,200
TL1229,20210520,180700,447822565955383296,微信,50,50,.13,255
tl20210105,20210520,180834,K520053090329980,微信,46,46,.09,200
tl00108,20210520,180835,447822964846276608,微信,76,76,.19,255
tl00108,20210520,181007,447823352118947840,微信,45,45,.11,255
tl20210105,20210520,181011,447823368984244224,微信,8,8,.02,200
tl20210105,20210520,180701,K520052156261210,微信,15,15,.03,200
tl20210105,20210520,180703,447822580744499200,微信,10,10,.02,200
TL1229,20210520,180704,447822583743426560,微信,60,60,.15,255
tl20210105,20210520,180846,447823010539024384,微信,8,8,.02,200
TL1229,20210520,180846,447823012048973824,微信,225,225,.57,255
TL1229,20210520,180848,447823021381300224,微信,50,50,.13,255
TL1229,20210520,181012,447823371639238656,微信,76,76,.19,255
TL1229,20210520,181017,447823391461519360,微信,55,55,.14,255
tl20210105,20210520,181019,447823401540431872,微信,10,10,.02,200
TL1229,20210520,180706,447822590970212352,微信,35,35,.09,255
TL1229,20210520,180709,447822606589800448,微信,65,65,.17,255
TL1229,20210520,180851,447823031619596288,微信,130,130,.33,255
tl20210105,20210520,180851,447823033481867264,微信,8,8,.02,200
TL1229,20210520,180852,447823037214797824,微信,35,35,.09,255
tl20210105,20210520,181022,447823415561990144,微信,40,40,.08,200
tl20210105,20210520,180711,447822613980164096,微信,40,40,.08,200
tl20210105,20210520,180855,447823047780249600,微信,48,48,.1,200
tl20210105,20210520,181026,447823431332573184,微信,10,10,.02,200
tl00108,20210520,181029,447823441914802176,微信,126,126,.32,255
TL1229,20210520,181031,447823450508931072,微信,18,18,.05,255
tl20210105,20210520,181032,447823455558873088,微信,25,25,.05,200
tl20210105,20210520,181033,447823459115642880,微信,8,8,.02,200
tl20210105,20210520,180209,447821347984027648,微信,31,31,.06,200
tl00108,20210520,180412,447821860435701760,微信,10,10,.03,255
TL1229,20210520,180610,447822358287003648,微信,12,12,.03,255
TL1229,20210520,163217,447798732548517888,微信,28,28,.07,255
TL1229,20210520,163340,447799079807528960,微信,23,23,.06,255
tl20210105,20210520,163504,447799432997285888,微信,8,8,.02,200
TL1229,20210520,163504,447799432867262464,微信,91,91,.23,255
TL1229,20210520,163623,447799764510879744,微信,20,20,.05,255
tl20210105,20210520,163624,K520997816991705,微信,25,25,.05,200
TL1229,20210520,163904,447800438355177472,微信,73,73,.19,255
TL1229,20210520,163904,447800439974178816,微信,120,120,.31,255
tl20210105,20210520,163905,447800440251002880,微信,10,10,.02,200
tl00108,20210520,164122,447801015575293952,微信,15,15,.04,255
TL1229,20210520,164125,447801030028865536,微信,15,15,.04,255
TL1229,20210520,164246,447801368492421120,微信,12,12,.03,255
TL1229,20210520,164357,447801667802148864,微信,48,48,.12,255
TL1229,20210520,164359,447801674039078912,微信,20,20,.05,255
TL1229,20210520,164521,447802018068475904,微信,30,30,.08,255
TL1229,20210520,164646,447802375360262144,微信,120,120,.31,255
tl20210105,20210520,164808,447802721277095936,微信,8,8,.02,200
TL1229,20210520,164809,447802722526998528,微信,10,10,.03,255
TL1229,20210520,164813,447802734765977600,微信,22,22,.06,255
tl20210105,20210520,164933,447803069941198848,微信,16,16,.03,200
TL1229,20210520,165046,447803381179527168,微信,10,10,.03,255
TL1229,20210520,165047,447803386766340096,微信,55,55,.14,255
TL1229,20210520,165049,447803387915579392,微信,10,10,.03,255
TL1229,20210520,165321,447804031376338944,微信,55,55,.14,255
tl00108,20210520,165439,447804359542878208,微信,135,135,.34,255
tl20210105,20210520,165439,447804359400271872,微信,40,40,.08,200
TL1229,20210520,165726,447805059115036672,微信,40,40,.1,255
TL1229,20210520,165727,447805064563437568,微信,10,10,.03,255
tl00108,20210520,165728,447805068468334592,微信,33,33,.08,255
TL1229,20210520,165729,447805072545198080,微信,15,15,.04,255
TL1229,20210520,165902,447805461097132032,微信,15,15,.04,255
TL1229,20210520,170023,447805802882576384,微信,70,70,.18,255
TL1229,20210520,170024,447805804828733440,微信,10,10,.03,255
TL1229,20210520,170152,447806170513321984,微信,15,15,.04,255
tl20210105,20210520,170301,447806464424980480,微信,65,65,.13,200
tl20210105,20210520,170412,447806739420327936,微信,8,8,.02,200
TL1229,20210520,170413,447806765265629184,微信,34,34,.09,255
TL1229,20210520,170531,447807094120034304,微信,38,38,.1,255
TL1229,20210520,170531,447807095869059072,微信,15,15,.04,255
tl20210105,20210520,170657,447807453089542144,微信,35,35,.07,200
TL1229,20210520,170658,447807460555403264,微信,10,10,.03,255
TL1229,20210520,170822,447807810981113856,微信,15,15,.04,255
tl00108,20210520,171053,447808420782583808,微信,36,36,.09,255
TL1229,20210520,171053,447808438348328960,微信,10,10,.03,255
TL1229,20210520,171213,447808781933129728,微信,15,15,.04,255
TL1229,20210520,171216,447808791831687168,微信,143,143,.36,255
TL1229,20210520,171216,447808784277745664,微信,15,15,.04,255
TL1229,20210520,171218,447808802606854144,微信,15,15,.04,255
tl20210105,20210520,171402,447809235542913024,微信,8,8,.02,200
TL1229,20210520,171402,447809237451321344,微信,10,10,.03,255
TL1229,20210520,171532,447809613739110400,微信,56,56,.14,255
tl00108,20210520,171532,447809615953702912,微信,80,80,.2,255
TL1229,20210520,171534,447809622786224128,微信,10,10,.03,255
tl20210105,20210520,171536,447809629413224448,微信,15,15,.03,200
tl00108,20210520,171651,447809945152040960,微信,4,4,.01,255
TL1229,20210520,171652,447809948557815808,微信,15,15,.04,255
tl20210105,20210520,171656,447809968170381312,微信,10,10,.02,200
TL1229,20210520,171656,447809968543674368,微信,55,55,.14,255
tl00108,20210520,171818,447810310656274432,微信,15,15,.04,255
tl00108,20210520,171944,447810672033312768,微信,76,76,.19,255
TL1229,20210520,171945,447810675711717376,微信,10,10,.03,255
tl20210105,20210520,171946,447810680740687872,微信,80,80,.16,200
TL1229,20210520,171947,447810684712693760,微信,38,38,.1,255
tl00108,20210520,172110,447811033477459968,微信,198,198,.5,255
TL1229,20210520,172249,447811447769837568,微信,105,105,.27,255
tl20210105,20210520,172420,447811829724131328,微信,15,15,.03,200
tl20210105,20210520,172421,447811834258173952,微信,55,55,.11,200
TL1229,20210520,172723,447812596166078464,微信,12,12,.03,255
tl20210105,20210520,172724,447812600154861568,微信,40,40,.08,200
TL1229,20210520,172908,447813037629157376,微信,15,15,.04,255
TL1229,20210520,172910,447813046797905920,微信,15,15,.04,255
tl20210105,20210520,172915,447813066209144832,微信,8,8,.02,200
tl20210105,20210520,173040,447813424960548864,微信,8,8,.02,200
tl20210105,20210520,173042,K520030287950605,微信,40,40,.08,200
tl20210105,20210520,173042,447813433063944192,微信,48,48,.1,200
TL1229,20210520,173043,447813435005906944,微信,65,65,.17,255
TL1229,20210520,173043,447813435802824704,微信,15,15,.04,255
tl00108,20210520,173046,447813449463672832,微信,15,15,.04,255
tl00108,20210520,173221,447813848304234496,微信,76,76,.19,255
tl00108,20210520,173356,447814245005701120,微信,2,2,.01,255
tl20210105,20210520,173358,447814255302717440,微信,8,8,.02,200
TL1229,20210520,173359,447814256741363712,微信,12,12,.03,255
TL1229,20210520,173402,447814269412356096,微信,15,15,.04,255
tl20210105,20210520,173656,447815001863663616,微信,8,8,.02,200
tl20210105,20210520,173824,447815369540546560,微信,8,8,.02,200
tl20210105,20210520,174006,447815798047420416,微信,40,40,.08,200
tl20210105,20210520,174009,447815809774694400,微信,24,24,.05,200
TL1229,20210520,174011,447815817437687808,微信,38,38,.1,255
TL1229,20210520,174135,447816168454795264,微信,35,35,.09,255
tl20210105,20210520,174135,447816172384858112,微信,8,8,.02,200
tl20210105,20210520,174309,447816560920014848,微信,20,20,.04,200
tl20210105,20210520,174625,447817385260134400,微信,15,15,.03,200
TL1229,20210520,174625,447817388384890880,微信,15,15,.04,255
TL1229,20210520,174628,447817397440393216,微信,25,25,.06,255
TL1229,20210520,174628,447817399445270528,微信,30,30,.08,255
tl20210105,20210520,174757,447817772180484096,微信,10,10,.02,200
TL1229,20210520,174758,447817778648100864,微信,55,55,.14,255
TL1229,20210520,174759,447817779415658496,微信,10,10,.03,255
TL1229,20210520,174801,447817787837820928,微信,10,10,.03,255
TL1229,20210520,174934,447818180974129152,微信,20,20,.05,255
TL1229,20210520,174935,447818184690282496,微信,10,10,.03,255
TL1229,20210520,174940,447818204906827776,微信,40,40,.1,255
tl00108,20210520,175125,447818646000807936,微信,45,45,.11,255
tl20210105,20210520,175454,447819520148287488,微信,35,35,.07,200
tl20210105,20210520,175454,447819522367074304,微信,24,24,.05,200
tl20210105,20210520,175646,K520046040378097,微信,38,38,.08,200
TL1229,20210520,180022,447820896915992576,微信,50,50,.13,255
TL1229,20210520,180022,447820893808013312,微信,45,45,.11,255
tl20210105,20210520,180023,447820901382926336,微信,15,15,.03,200
TL1229,20210520,180214,447821368557088768,微信,75,75,.19,255
tl20210105,20210520,180219,447821388245151744,微信,8,8,.02,200
TL1229,20210520,180416,447821879377178624,微信,42,42,.11,255
tl00108,20210520,180614,447822367824850944,微信,63,63,.16,255
TL1229,20210520,180616,447822382685270016,微信,15,15,.04,255
tl20210105,20210520,180617,K520051738870053,微信,40,40,.08,200
tl20210105,20210520,163219,447798737443270656,微信,20,20,.04,200
TL1229,20210520,163221,447798749480923136,微信,10,10,.03,255
tl20210105,20210520,163507,447799445626335232,微信,10,10,.02,200
tl20210105,20210520,163508,447799448797229056,微信,90,90,.18,200
tl00108,20210520,163510,447799457299083264,微信,2,2,.01,255
tl20210105,20210520,163629,447799789974499328,微信,18,18,.04,200
tl20210105,20210520,163747,447800116484288512,微信,8,8,.02,200
TL1229,20210520,164018,447800749148909568,微信,10,10,.03,255
tl20210105,20210520,164019,447800754454704128,微信,48,48,.1,200
tl20210105,20210520,164020,447800756933537792,微信,50,50,.1,200
TL1229,20210520,164020,447800758716116992,微信,48,48,.12,255
TL1229,20210520,164249,447801382123909120,微信,10,10,.03,255
tl00108,20210520,164814,447802744920387584,微信,15,15,.04,255
tl20210105,20210520,164937,447803092724658176,微信,20,20,.04,200
tl20210105,20210520,164938,447803095845220352,微信,16,16,.03,200
TL1229,20210520,165052,447803405594570752,微信,20,20,.05,255
TL1229,20210520,165056,447803424120811520,微信,10,10,.03,255
TL1229,20210520,165100,447803442336673792,微信,28,28,.07,255
TL1229,20210520,165206,447803717952778240,微信,10,10,.03,255
tl20210105,20210520,165207,447803722805587968,微信,10,10,.02,200
tl20210105,20210520,165321,447804032739487744,微信,8,8,.02,200
TL1229,20210520,165322,447804035167989760,微信,50,50,.13,255
tl20210105,20210520,165324,447804045381120000,微信,10,10,.02,200
TL1229,20210520,165602,447804706353098752,微信,23,23,.06,255
TL1229,20210520,165602,447804707108073472,微信,10,10,.03,255
TL1229,20210520,165910,447805495129714688,微信,10,10,.03,255
TL1229,20210520,170026,447805816509870080,微信,45,45,.11,255
TL1229,20210520,170028,447805821253627904,微信,10,10,.03,255
TL1229,20210520,170155,447806186288099328,微信,38,38,.1,255
tl20210105,20210520,170155,447806188414611456,微信,78,78,.16,200
TL1229,20210520,170309,447806497744531456,微信,10,10,.03,255
TL1229,20210520,170418,447806787419942912,微信,10,10,.03,255
TL1229,20210520,170419,447806793086447616,微信,20,20,.05,255
TL1229,20210520,170536,447807113048928256,微信,20,20,.05,255
TL1229,20210520,170701,447807470646898688,微信,10,10,.03,255
TL1229,20210520,170825,447807825300467712,微信,10,10,.03,255
TL1229,20210520,171056,447808458061557760,微信,45,45,.11,255
tl20210105,20210520,171057,K520018535456932,微信,40,40,.08,200
tl20210105,20210520,171058,447808466823458816,微信,10,10,.02,200
tl20210105,20210520,171221,447808813516238848,微信,40,40,.08,200
tl20210105,20210520,171408,447809261740535808,微信,68,68,.14,200
tl20210105,20210520,171409,447809256485072896,微信,8,8,.02,200
TL1229,20210520,171657,447809970049429504,微信,23,23,.06,255
tl20210105,20210520,171701,447809986394632192,微信,8,8,.02,200
tl20210105,20210520,171823,447810331824926720,微信,55,55,.11,200
tl20210105,20210520,171827,K520023016501334,微信,21,21,.04,200
tl20210105,20210520,171951,447810693285851136,微信,55,55,.11,200
tl20210105,20210520,171952,447810707173191680,微信,8,8,.02,200
tl20210105,20210520,172124,447811092696838144,微信,15,15,.03,200
tl20210105,20210520,172124,447811093137240064,微信,58,58,.12,200
tl20210105,20210520,172125,447811093783162880,微信,15,15,.03,200
tl20210105,20210520,172126,447811098925379584,微信,20,20,.04,200
TL1229,20210520,172129,447811110220640256,微信,180,180,.46,255
tl20210105,20210520,172257,447811479424249856,微信,45,45,.09,200
TL1229,20210520,172300,447811492258820096,微信,43,43,.11,255
TL1229,20210520,172732,447812635932274688,微信,10,10,.03,255
TL1229,20210520,172738,447812659844001792,微信,25,25,.06,255
TL1229,20210520,172919,447813076732653568,微信,10,10,.03,255
TL1229,20210520,173050,447813464907100160,微信,65,65,.17,255
tl20210105,20210520,173404,447814280120414208,微信,40,40,.08,200
tl20210105,20210520,173407,447814290245464064,微信,36,36,.07,200
TL1229,20210520,173702,447815025599229952,微信,43,43,.11,255
TL1229,20210520,173703,447815030607228928,微信,15,15,.04,255
tl20210105,20210520,173704,447815033207697408,微信,10,10,.02,200
TL1229,20210520,173828,447815384799424512,微信,10,10,.03,255
TL1229,20210520,173828,447815387680911360,微信,15,15,.04,255
TL1229,20210520,174018,447815847519236096,微信,80,80,.2,255
TL1229,20210520,174140,447816193566093312,微信,50,50,.13,255
TL1229,20210520,174142,447816202000838656,微信,45,45,.11,255
TL1229,20210520,174146,447816215523274752,微信,10,10,.03,255
tl20210105,20210520,174456,447817012722053120,微信,10,10,.02,200
tl20210105,20210520,174500,447817031365734400,微信,96,96,.19,200
TL1229,20210520,174501,447817033286725632,微信,15,15,.04,255
TL1229,20210520,174632,447817415249408000,微信,30,30,.08,255
TL1229,20210520,174802,447817795152687104,微信,60,60,.15,255
TL1229,20210520,174803,447817796926877696,微信,15,15,.04,255
tl20210105,20210520,174803,447817799468625920,微信,15,15,.03,200
tl20210105,20210520,174940,447818206970425344,微信,35,35,.07,200
tl20210105,20210520,174942,447818211022123008,微信,8,8,.02,200
tl20210105,20210520,174943,447818215786852352,微信,95,95,.19,200
TL1229,20210520,174943,447818211999395840,微信,10,10,.03,255
tl20210105,20210520,174944,447818223357571072,微信,10,10,.02,200
tl00108,20210520,175129,447818658772463616,微信,90,90,.23,255
tl20210105,20210520,175129,K520042847860400,微信,40,40,.08,200
TL1229,20210520,175133,447818677642637312,微信,10,10,.03,255
tl20210105,20210520,175316,447819108871614464,微信,24,24,.05,200
TL1229,20210520,175317,447819112902340608,微信,40,40,.1,255
tl20210105,20210520,175319,447819120112349184,微信,8,8,.02,200
TL1229,20210520,175319,447819123761393664,微信,15,15,.04,255
TL1229,20210520,175321,447819130539388928,微信,20,20,.05,255
TL1229,20210520,175649,447820004330352640,微信,55,55,.14,255
tl20210105,20210520,175649,447820004246466560,微信,10,10,.02,200
TL1229,20210520,175828,447820420006850560,微信,35,35,.09,255
TL1229,20210520,175831,447820430924623872,微信,38,38,.1,255
tl20210105,20210520,175834,447820442681257984,微信,28,28,.06,200
TL1229,20210520,180031,447820936552165376,微信,15,15,.04,255
tl20210105,20210520,180032,447820940972961792,微信,20,20,.04,200
TL1229,20210520,180033,447820943741202432,微信,30,30,.08,255
TL1229,20210520,180038,447820964876300288,微信,38,38,.1,255
tl20210105,20210520,180221,447821384109568000,微信,8,8,.02,200
TL1229,20210520,180424,447821911119671296,微信,10,10,.03,255
tl20210105,20210520,163058,447798399772438528,微信,3,3,.01,200
tl20210105,20210520,163224,447798760897818624,微信,10,10,.02,200
TL1229,20210520,163512,447799464580395008,微信,20,20,.05,255
tl20210105,20210520,163633,447799803111059456,微信,70,70,.14,200
TL1229,20210520,163634,447799807859011584,微信,10,10,.03,255
TL1229,20210520,163750,447800128282865664,微信,12,12,.03,255
tl20210105,20210520,163907,447800448425701376,微信,50,50,.1,200
tl20210105,20210520,164028,447800787107360768,微信,8,8,.02,200
TL1229,20210520,164029,447800794204123136,微信,10,10,.03,255
tl20210105,20210520,164143,K520000988707547,微信,18,18,.04,200
TL1229,20210520,164254,447801402118156288,微信,30,30,.08,255
TL1229,20210520,164532,447802063442456576,微信,35,35,.09,255
TL1229,20210520,164532,447802065652854784,微信,15,15,.04,255
TL1229,20210520,164825,447802792362160128,微信,38,38,.1,255
tl20210105,20210520,164939,447803101104877568,微信,8,8,.02,200
TL1229,20210520,165326,447804051047624704,微信,23,23,.06,255
TL1229,20210520,165327,447804059746611200,微信,22,22,.06,255
TL1229,20210520,165328,447804061357223936,微信,28,28,.07,255
TL1229,20210520,165450,447804407710265344,微信,15,15,.04,255
TL1229,20210520,165915,447805516638105600,微信,38,38,.1,255
TL1229,20210520,165916,447805519855136768,微信,15,15,.04,255
tl20210105,20210520,170032,447805841692471296,微信,25,25,.05,200
TL1229,20210520,170034,447805847040208896,微信,15,15,.04,255
tl20210105,20210520,170035,447805851607805952,微信,8,8,.02,200
TL1229,20210520,170312,447806509408890880,微信,12,12,.03,255
TL1229,20210520,170312,447806510860120064,微信,10,10,.03,255
TL1229,20210520,170540,447807133491965952,微信,10,10,.03,255
tl20210105,20210520,170705,447807458370170880,微信,5,5,.01,200
tl00108,20210520,170827,447807833739407360,微信,45,45,.11,255
TL1229,20210520,170830,447807843021402112,微信,28,28,.07,255
TL1229,20210520,170940,447808140322058240,微信,15,15,.04,255
TL1229,20210520,170943,447808150052843520,微信,40,40,.1,255
TL1229,20210520,171103,447808485609746432,微信,35,35,.09,255
tl20210105,20210520,171412,447809280937865216,微信,55,55,.11,200
TL1229,20210520,171415,447809290316328960,微信,15,15,.04,255
tl20210105,20210520,171704,447810001938722816,微信,8,8,.02,200
TL1229,20210520,171706,447810008670580736,微信,65,65,.17,255
tl20210105,20210520,171830,447810359675105280,微信,3,3,.01,200
tl20210105,20210520,171955,447810719273758720,微信,10,10,.02,200
tl20210105,20210520,172303,447811504745263104,微信,103,103,.21,200
tl20210105,20210520,172303,K520025795081322,微信,15,15,.03,200
TL1229,20210520,172306,447811517932154880,微信,10,10,.03,255
tl20210105,20210520,172428,447811849479303168,微信,8,8,.02,200
TL1229,20210520,172429,447811868672438272,微信,65,65,.17,255
tl20210105,20210520,172429,447811868383031296,微信,10,10,.02,200
tl00108,20210520,172604,447812265264852992,微信,15,15,.04,255
tl20210105,20210520,172739,447812657738461184,微信,8,8,.02,200
TL1229,20210520,172743,447812680563863552,微信,12,12,.03,255
TL1229,20210520,172925,447813109926375424,微信,10,10,.03,255
TL1229,20210520,172925,447813109574053888,微信,10,10,.03,255
TL1229,20210520,172928,447813120835760128,微信,12,12,.03,255
tl20210105,20210520,173052,447813473488646144,微信,8,8,.02,200
tl20210105,20210520,173234,447813903069261824,微信,10,10,.02,200
TL1229,20210520,173239,447813921134129152,微信,45,45,.11,255
tl20210105,20210520,173408,447814295857442816,微信,20,20,.04,200
tl20210105,20210520,173410,447814305789554688,微信,40,40,.08,200
TL1229,20210520,173411,447814306481614848,微信,10,10,.03,255
TL1229,20210520,173412,447814312093593600,微信,15,15,.04,255
tl20210105,20210520,173414,447814321883099136,微信,8,8,.02,200
tl20210105,20210520,173543,447814695583002624,微信,55,55,.11,200
tl20210105,20210520,173546,447814707700346880,微信,48,48,.1,200
tl20210105,20210520,173546,447814704638504960,微信,22,22,.04,200
TL1229,20210520,173705,447815036844158976,微信,15,15,.04,255
tl20210105,20210520,173709,447815057165561856,微信,8,8,.02,200
TL1229,20210520,173711,447815062483939328,微信,15,15,.04,255
tl20210105,20210520,173830,K520035073033302,微信,48,48,.1,200
tl20210105,20210520,173833,447815405854830592,微信,8,8,.02,200
TL1229,20210520,173834,447815409872973824,微信,15,15,.04,255
tl00108,20210520,174019,447815853273821184,微信,63,63,.16,255
TL1229,20210520,174146,447816217947582464,微信,40,40,.1,255
tl20210105,20210520,174149,447816229553221632,微信,25,25,.05,200
TL1229,20210520,174152,447816240198365184,微信,10,10,.03,255
tl20210105,20210520,174501,447817035123830784,微信,8,8,.02,200
tl20210105,20210520,174503,447817041180405760,微信,63,63,.13,200
tl20210105,20210520,174633,447817419749896192,微信,48,48,.1,200
TL1229,20210520,174633,447817421477949440,微信,10,10,.03,255
tl20210105,20210520,174638,447817440050327552,微信,88,88,.18,200
tl00108,20210520,174805,447817805403566080,微信,45,45,.11,255
TL1229,20210520,174808,447817808176001024,微信,51,51,.13,255
tl20210105,20210520,175134,447818681392345088,微信,10,10,.02,200
TL1229,20210520,175136,447818693161562112,微信,25,25,.06,255
tl20210105,20210520,175138,447818689923559424,微信,43,43,.09,200
tl20210105,20210520,175138,447818700082163712,微信,40,40,.08,200
tl20210105,20210520,175324,447819142790950912,微信,45,45,.09,200
TL1229,20210520,175506,447819571566260224,微信,10,10,.03,255
TL1229,20210520,175507,447819574204477440,微信,10,10,.03,255
TL1229,20210520,175512,447819595624787968,微信,35,35,.09,255
TL1229,20210520,175658,447820040476864512,微信,35,35,.09,255
TL1229,20210520,175835,447820449840934912,微信,12,12,.03,255
TL1229,20210520,175836,447820454819573760,微信,23,23,.06,255
tl00108,20210520,175840,447820469466083328,微信,45,45,.11,255
TL1229,20210520,180229,447821429701652480,微信,45,45,.11,255
tl20210105,20210520,180426,447821918652641280,微信,63,63,.13,200
tl20210105,20210520,180427,447821926655373312,微信,10,10,.02,200
tl00108,20210520,180429,447821896011788288,微信,2,2,.01,255
TL1229,20210520,180430,447821936784617472,微信,10,10,.03,255
tl20210105,20210520,180437,447821966899720192,微信,25,25,.05,200
TL1229,20210520,163101,447798413735276544,微信,30,30,.08,255
TL1229,20210520,163232,447798796020920320,微信,2,2,.01,255
TL1229,20210520,163400,447799162447900672,微信,10,10,.03,255
TL1229,20210520,163520,447799496935256064,微信,20,20,.05,255
tl20210105,20210520,163637,K520997920730708,微信,40,40,.08,200
TL1229,20210520,163637,447799805711527936,微信,15,15,.04,255
tl00108,20210520,163756,447800154266578944,微信,12,12,.03,255
tl20210105,20210520,163759,447800164257411072,微信,10,10,.02,200
TL1229,20210520,164149,447801128804724736,微信,20,20,.05,255
TL1229,20210520,164256,447801391447846912,微信,10,10,.03,255
TL1229,20210520,164256,447801412327092224,微信,28,28,.07,255
TL1229,20210520,164300,447801427913125888,微信,35,35,.09,255
TL1229,20210520,164411,447801726501433344,微信,10,10,.03,255
TL1229,20210520,164541,447802102030053376,微信,12,12,.03,255
TL1229,20210520,164657,447802421472440320,微信,30,30,.08,255
tl00108,20210520,164831,447802815518912512,微信,10,10,.03,255
TL1229,20210520,165106,447803467204702208,微信,10,10,.03,255
TL1229,20210520,165329,447804067006951424,微信,10,10,.03,255
tl20210105,20210520,165454,447804424542007296,微信,25,25,.05,200
TL1229,20210520,165745,447805141298229248,微信,15,15,.04,255
TL1229,20210520,165917,447805498715844608,微信,60,60,.15,255
tl20210105,20210520,165919,K520011505087512,微信,90,90,.18,200
TL1229,20210520,165920,447805502096453632,微信,10,10,.03,255
TL1229,20210520,165921,447805540721799168,微信,45,45,.11,255
tl20210105,20210520,165921,447805540793102336,微信,10,10,.02,200
tl20210105,20210520,170036,447805858033479680,微信,53,53,.11,200
TL1229,20210520,170039,447805869320351744,微信,10,10,.03,255
TL1229,20210520,170042,447805881290895360,微信,40,40,.1,255
TL1229,20210520,170042,447805883098640384,微信,10,10,.03,255
TL1229,20210520,170204,447806225563561984,微信,10,10,.03,255
TL1229,20210520,170206,447806234786836480,微信,28,28,.07,255
TL1229,20210520,170315,447806523308814336,微信,20,20,.05,255
TL1229,20210520,170428,447806827693649920,微信,40,40,.1,255
tl20210105,20210520,170543,447807143939977216,微信,18,18,.04,200
tl20210105,20210520,170709,K520016233432306,微信,16,16,.03,200
tl20210105,20210520,170710,447807510077550592,微信,8,8,.02,200
TL1229,20210520,170713,447807520013856768,微信,12,12,.03,255
tl20210105,20210520,170716,447807533867642880,微信,130,130,.26,200
TL1229,20210520,170837,447807873740484608,微信,28,28,.07,255
TL1229,20210520,170837,447807874440933376,微信,10,10,.03,255
TL1229,20210520,170946,447808160505049088,微信,15,15,.04,255
TL1229,20210520,171106,447808498842775552,微信,10,10,.03,255
tl20210105,20210520,171232,447808860345643008,微信,10,10,.02,200
tl20210105,20210520,171233,447808805706444800,微信,25,25,.05,200
TL1229,20210520,171235,447808872068722688,微信,10,10,.03,255
TL1229,20210520,171551,447809696329150464,微信,28,28,.07,255
tl20210105,20210520,171552,K520021485728359,微信,40,40,.08,200
TL1229,20210520,171833,447810376284549120,微信,2,2,.01,255
tl20210105,20210520,172005,447810757760692224,微信,58,58,.12,200
TL1229,20210520,172007,447810766602285056,微信,15,15,.04,255
tl20210105,20210520,172135,447811135843643392,微信,8,8,.02,200
tl20210105,20210520,172136,447811142915239936,微信,54,54,.11,200
