子商户编号,交易日期,交易时间,订单号,支付方式,交易金额,清算金额,手续费,手续费率
tl20210105,20210520,090055,447685136489426944,微信,63,63,.13,200
tl00108,20210520,090445,447686104480264192,微信,10,10,.03,255
TL1229,20210520,090445,447686105650475008,微信,20,20,.05,255
TL1229,20210520,091116,447687745061302272,微信,40,40,.1,255
tl00108,20210520,091119,447687755836469248,微信,12,12,.03,255
TL1229,20210520,091120,447687761700106240,微信,40,40,.1,255
TL1229,20210520,091120,447687762375389184,微信,10,10,.03,255
tl20210105,20210520,091314,447688240681234432,微信,18,18,.04,200
TL1229,20210520,091316,447688246666506240,微信,40,40,.1,255
tl20210105,20210520,091543,K520733383687562,微信,33,33,.07,200
TL1229,20210520,091544,447688869558398976,微信,15,15,.04,255
tl20210105,20210520,091752,K520734689691615,微信,15,15,.03,200
TL1229,20210520,091954,447689916150493184,微信,10,10,.03,255
tl00108,20210520,092129,447690316404535296,微信,10,10,.03,255
TL1229,20210520,092328,447690815606403072,微信,10,10,.03,255
TL1229,20210520,092507,447691231631028224,微信,15,15,.04,255
tl20210105,20210520,093214,447693022900826112,微信,25,25,.05,200
tl20210105,20210520,093351,447693427865071616,微信,16,16,.03,200
TL1229,20210520,093541,447693888840052736,微信,15,15,.04,255
tl20210105,20210520,093956,447694958614065152,微信,10,10,.02,200
TL1229,20210520,093956,447694960220483584,微信,10,10,.03,255
TL1229,20210520,093956,447694960849629184,微信,10,10,.03,255
TL1229,20210520,094146,447695420889280512,微信,15,15,.04,255
TL1229,20210520,094148,447695429764427776,微信,10,10,.03,255
tl20210105,20210520,094327,447695844052611072,微信,8,8,.02,200
tl20210105,20210520,094511,447696280419610624,微信,16,16,.03,200
TL1229,20210520,094513,447696288728526848,微信,30,30,.08,255
tl20210105,20210520,095026,447697601092694016,微信,47,47,.09,200
TL1229,20210520,095342,447698424371654656,微信,6,6,.02,255
tl00108,20210520,095504,447698768866619392,微信,15,15,.04,255
TL1229,20210520,095643,447699181586132992,微信,30,30,.08,255
tl20210105,20210520,095837,447699662521806848,微信,8,8,.02,200
TL1229,20210520,095839,447699668813262848,微信,15,15,.04,255
TL1229,20210520,100000,447700011034914816,微信,10,10,.03,255
TL1229,20210520,100311,447700812390248448,微信,60,60,.15,255
TL1229,20210520,100438,447701176787185664,微信,12,12,.03,255
TL1229,20210520,100441,447701185796550656,微信,10,10,.03,255
tl20210105,20210520,100820,447702107448717312,微信,10,10,.02,200
tl20210105,20210520,100820,447702108010754048,微信,25,25,.05,200
tl20210105,20210520,101246,447703220600221696,微信,3,3,.01,200
tl20210105,20210520,101247,447703225021018112,微信,8,8,.02,200
tl20210105,20210520,101402,447703539195359232,微信,10,10,.02,200
tl20210105,20210520,073301,447663019144294400,微信,8,8,.02,200
TL1229,20210520,075228,447667912743628800,微信,30,30,.08,255
tl20210105,20210520,075704,447669073827639296,微信,8,8,.02,200
tl20210105,20210520,080247,447670510901047296,微信,10,10,.02,200
TL1229,20210520,081227,447672944171986944,微信,10,10,.03,255
tl20210105,20210520,081238,447672987734028288,微信,8,8,.02,200
TL1229,20210520,081721,447674178329161728,微信,58,58,.15,255
tl20210105,20210520,083523,447678714536046592,微信,15,15,.03,200
TL1229,20210520,083530,447678745502593024,微信,2,2,.01,255
TL1229,20210520,083834,447679516180787200,微信,15,15,.04,255
tl20210105,20210520,083835,447679520257650688,微信,10,10,.02,200
tl20210105,20210520,084134,447680270736076800,微信,17,17,.03,200
TL1229,20210520,084434,447681024213430272,微信,45,45,.11,255
tl20210105,20210520,084438,447681041871450112,微信,48,48,.1,200
tl20210105,20210520,084722,447681730949459968,微信,10,10,.02,200
TL1229,20210520,085036,447682546464763904,微信,10,10,.03,255
TL1229,20210520,085037,447682550323523584,微信,10,10,.03,255
tl20210105,20210520,085625,447683973589282816,微信,10,10,.02,200
TL1229,20210520,090104,447685178344386560,微信,30,30,.08,255
TL1229,20210520,090250,447685621317414912,微信,15,15,.04,255
tl20210105,20210520,090251,447685625306198016,微信,25,25,.05,200
tl20210105,20210520,090451,447686131885846528,微信,25,25,.05,200
TL1229,20210520,090457,447686155571081216,微信,10,10,.03,255
tl20210105,20210520,090502,447686175351418880,微信,25,25,.05,200
TL1229,20210520,090707,447686699337428992,微信,10,10,.03,255
TL1229,20210520,090922,447687269183959040,微信,30,30,.08,255
TL1229,20210520,091319,447688259765317632,微信,20,20,.05,255
TL1229,20210520,091321,447688265343741952,微信,18,18,.05,255
tl20210105,20210520,091546,447688877582102528,微信,8,8,.02,200
tl20210105,20210520,091551,447688897614098432,微信,8,8,.02,200
TL1229,20210520,091755,447689417300946944,微信,20,20,.05,255
tl20210105,20210520,091958,447689934395715584,微信,20,20,.04,200
TL1229,20210520,091959,447689938627768320,微信,130,130,.33,255
tl20210105,20210520,092141,447690367348551680,微信,20,20,.04,200
tl20210105,20210520,092144,447690380216676352,微信,8,8,.02,200
TL1229,20210520,092146,447690386394886144,微信,10,10,.03,255
TL1229,20210520,092147,447690392958971904,微信,75,75,.19,255
tl20210105,20210520,092338,447690858753208320,微信,10,10,.02,200
tl20210105,20210520,092515,447691265315483648,微信,10,10,.02,200
TL1229,20210520,092526,447691312560123904,微信,60,60,.15,255
tl20210105,20210520,092528,447691316808953856,微信,10,10,.02,200
TL1229,20210520,092716,447691770603286528,微信,38,38,.1,255
TL1229,20210520,092716,447691771232432128,微信,10,10,.03,255
TL1229,20210520,092717,447691773505744896,微信,23,23,.06,255
TL1229,20210520,092855,447692186929901568,微信,22,22,.06,255
tl20210105,20210520,093027,447692574986907648,微信,35,35,.07,200
TL1229,20210520,093029,447692579344789504,微信,48,48,.12,255
tl20210105,20210520,093223,447693059647123456,微信,25,25,.05,200
TL1229,20210520,093545,447693904610635776,微信,66,66,.17,255
tl20210105,20210520,093545,447693906632290304,微信,18,18,.04,200
tl00108,20210520,093753,447694431469744128,微信,30,30,.08,255
TL1229,20210520,094004,447694993279987712,微信,10,10,.03,255
TL1229,20210520,094004,447694994227900416,微信,10,10,.03,255
TL1229,20210520,094335,447695878710145024,微信,35,35,.09,255
tl20210105,20210520,094339,447695895462195200,微信,2,2,0,200
TL1229,20210520,094514,447696293862354944,微信,20,20,.05,255
TL1229,20210520,094517,447696303899324416,微信,15,15,.04,255
tl20210105,20210520,094518,447696310165614592,微信,25,25,.05,200
tl20210105,20210520,095508,447698784821751808,微信,20,20,.04,200
TL1229,20210520,095509,447698790320484352,微信,10,10,.03,255
TL1229,20210520,095842,447699681459089408,微信,10,10,.03,255
TL1229,20210520,100443,447701197226029056,微信,28,28,.07,255
TL1229,20210520,100633,447701659350249472,微信,20,20,.05,255
TL1229,20210520,100636,447701669060063232,微信,20,20,.05,255
tl20210105,20210520,100638,447701679122198528,微信,50,50,.1,200
tl20210105,20210520,100828,447702138486566912,微信,75,75,.15,200
TL1229,20210520,100949,447702480511086592,微信,28,28,.07,255
TL1229,20210520,101250,447703237092225024,微信,15,15,.04,255
TL1229,20210520,073342,447663191295307776,微信,28,28,.07,255
tl00108,20210520,073347,447663213575450624,微信,43,43,.11,255
tl20210105,20210520,074000,447664776763191296,微信,20,20,.04,200
TL1229,20210520,074533,447666171985833984,微信,15,15,.04,255
TL1229,20210520,074535,447666180626100224,微信,50,50,.13,255
TL1229,20210520,074553,447666258380107776,微信,15,15,.04,255
tl20210105,20210520,075242,447667972269191168,微信,38,38,.08,200
TL1229,20210520,075708,447669087836614656,微信,50,50,.13,255
tl20210105,20210520,075722,447669149031510016,微信,8,8,.02,200
TL1229,20210520,075725,447669162562334720,微信,10,10,.03,255
tl20210105,20210520,080758,447671813505069056,微信,10,10,.02,200
TL1229,20210520,080817,447671894585159680,微信,10,10,.03,255
TL1229,20210520,081733,447674226978893824,微信,15,15,.04,255
TL1229,20210520,081737,447674242220994560,微信,10,10,.03,255
tl20210105,20210520,082521,K520703177561321,微信,48,48,.1,200
TL1229,20210520,082529,447676224675557376,微信,15,15,.04,255
TL1229,20210520,082833,447676994628136960,微信,10,10,.03,255
TL1229,20210520,083532,447678754658758656,微信,20,20,.05,255
tl20210105,20210520,084150,447680336980914176,微信,10,10,.02,200
tl20210105,20210520,084152,447680347978379264,微信,18,18,.04,200
TL1229,20210520,084447,447681079012012032,微信,10,10,.03,255
tl20210105,20210520,084456,447681119440908288,微信,25,25,.05,200
tl20210105,20210520,084459,447681130291572736,微信,10,10,.02,200
tl20210105,20210520,084750,447681846062133248,微信,8,8,.02,200
TL1229,20210520,085352,447683365029326848,微信,10,10,.03,255
tl20210105,20210520,085635,447684048608604160,微信,3,3,.01,200
TL1229,20210520,085640,447684067315200000,微信,10,10,.03,255
tl20210105,20210520,090113,447685210716024832,微信,10,10,.02,200
TL1229,20210520,090301,447685668981485568,微信,43,43,.11,255
tl20210105,20210520,090303,447685676644478976,微信,10,10,.02,200
TL1229,20210520,090713,447686725593772032,微信,10,10,.03,255
tl20210105,20210520,090716,447686734636691456,微信,18,18,.04,200
tl20210105,20210520,091326,447688290299850752,微信,10,10,.02,200
TL1229,20210520,091326,447688290819944448,微信,30,30,.08,255
tl20210105,20210520,092148,447690394133377024,微信,8,8,.02,200
tl20210105,20210520,092151,447690409081876480,微信,33,33,.07,200
tl20210105,20210520,092344,447690880295153664,微信,35,35,.07,200
TL1229,20210520,092346,447690893276524544,微信,15,15,.04,255
TL1229,20210520,092529,447691321644986368,微信,12,12,.03,255
tl20210105,20210520,092530,447691329383477248,微信,2,2,0,200
tl20210105,20210520,092721,447691792493359104,微信,8,8,.02,200
tl20210105,20210520,092724,447691806686883840,微信,33,33,.07,200
tl20210105,20210520,093228,447693081050656768,微信,8,8,.02,200
TL1229,20210520,093234,447693103653761024,微信,15,15,.04,255
TL1229,20210520,093405,447693487302553600,微信,10,10,.03,255
tl20210105,20210520,093408,447693498534899712,微信,40,40,.08,200
TL1229,20210520,093410,447693506181115904,微信,38,38,.1,255
tl20210105,20210520,093411,447693511705014272,微信,3,3,.01,200
TL1229,20210520,093548,447693919512997888,微信,28,28,.07,255
tl20210105,20210520,093552,447693935061282816,微信,10,10,.02,200
tl20210105,20210520,094005,447694994534084608,微信,40,40,.08,200
TL1229,20210520,094157,447695465965465600,微信,10,10,.03,255
tl20210105,20210520,094521,447696323457363968,微信,35,35,.07,200
tl20210105,20210520,094839,447697153933750272,微信,49,49,.1,200
tl20210105,20210520,094846,447697183247740928,微信,15,15,.03,200
tl20210105,20210520,095042,447697669845725184,微信,25,25,.05,200
TL1229,20210520,095353,447698471058452480,微信,150,150,.38,255
tl20210105,20210520,095356,447698481787482112,微信,8,8,.02,200
tl20210105,20210520,095655,K520758121240931,微信,48,48,.1,200
TL1229,20210520,095843,447699687284977664,微信,40,40,.1,255
TL1229,20210520,100010,447700052084568064,微信,68,68,.17,255
tl20210105,20210520,100015,447700070950547456,微信,25,25,.05,200
tl20210105,20210520,100147,447700460442005504,微信,15,15,.03,200
TL1229,20210520,100323,447700861065146368,微信,30,30,.08,255
tl20210105,20210520,100449,447701220416335872,微信,8,8,.02,200
tl20210105,20210520,100449,447701220915458048,微信,68,68,.14,200
tl20210105,20210520,100642,447701694112641024,微信,8,8,.02,200
TL1229,20210520,100645,447701707710574592,微信,10,10,.03,255
tl20210105,20210520,100829,K520765037719859,微信,40,40,.08,200
tl20210105,20210520,100952,447702494377455616,微信,8,8,.02,200
TL1229,20210520,100955,447702506570297344,微信,2,2,.01,255
TL1229,20210520,101120,447702861760737280,微信,15,15,.04,255
tl20210105,20210520,101250,447703238002388992,微信,16,16,.03,200
tl20210105,20210520,101254,447703254347591680,微信,10,10,.02,200
tl20210105,20210520,101415,447703595210289152,微信,25,25,.05,200
TL1229,20210520,073405,447663286254350336,微信,28,28,.07,255
tl20210105,20210520,073408,447663301668417536,微信,10,10,.02,200
tl20210105,20210520,074603,447666299878551552,微信,45,45,.09,200
tl20210105,20210520,074622,447666380325302272,微信,20,20,.04,200
TL1229,20210520,080306,447670588936073216,微信,15,15,.04,255
TL1229,20210520,080316,447670633336975360,微信,100,100,.25,255
TL1229,20210520,080321,447670653213782016,微信,15,15,.04,255
TL1229,20210520,081322,447673174946787328,微信,368,368,.94,255
tl20210105,20210520,081334,447673223789457408,微信,8,8,.02,200
tl20210105,20210520,081814,447674399876493312,微信,10,10,.02,200
tl20210105,20210520,082546,447676295613820928,微信,10,10,.02,200
tl20210105,20210520,082844,447677040710955008,微信,8,8,.02,200
tl20210105,20210520,082852,447677073090981888,微信,8,8,.02,200
TL1229,20210520,083548,447678821419495424,微信,40,40,.1,255
tl20210105,20210520,083552,447678836686761984,微信,10,10,.02,200
TL1229,20210520,083854,447679600247222272,微信,35,35,.09,255
tl20210105,20210520,084508,447681169780944896,微信,10,10,.02,200
tl20210105,20210520,084752,447681854312329216,微信,15,15,.03,200
tl20210105,20210520,085059,447682639062413312,微信,51,51,.1,200
TL1229,20210520,085357,447683386999091200,微信,12,12,.03,255
TL1229,20210520,085357,447683325879693312,微信,15,15,.04,255
TL1229,20210520,090307,447685694034063360,微信,20,20,.05,255
TL1229,20210520,090316,447685733104005120,微信,76,76,.19,255
tl20210105,20210520,090936,447687326444597248,微信,25,25,.05,200
tl20210105,20210520,091133,447687814623834112,微信,25,25,.05,200
tl20210105,20210520,091329,447688300911439872,微信,3,3,.01,200
TL1229,20210520,091330,447688309472014336,微信,15,15,.04,255
TL1229,20210520,091602,447688945487884288,微信,20,20,.05,255
TL1229,20210520,091812,447689488897716224,微信,15,15,.04,255
TL1229,20210520,092009,447689980499505152,微信,58,58,.15,255
TL1229,20210520,092154,447690422377820160,微信,12,12,.03,255
TL1229,20210520,092156,447690428350509056,微信,10,10,.03,255
tl20210105,20210520,092156,447690431420739584,微信,58,58,.12,200
tl20210105,20210520,092353,447690918949859328,微信,3,3,.01,200
tl20210105,20210520,092729,K520740462879915,微信,40,40,.08,200
TL1229,20210520,092916,447692274926399488,微信,20,20,.05,255
TL1229,20210520,092916,447692271591927808,微信,12,12,.03,255
TL1229,20210520,093042,447692635435216896,微信,45,45,.11,255
TL1229,20210520,093805,447694493075681280,微信,10,10,.03,255
TL1229,20210520,094206,447695503647092736,微信,18,18,.05,255
TL1229,20210520,094850,447697197143470080,微信,43,43,.11,255
TL1229,20210520,094855,447697219864014848,微信,25,25,.06,255
tl20210105,20210520,095042,447697669560512512,微信,25,25,.05,200
tl00108,20210520,095054,447697720454197248,微信,25,25,.06,255
TL1229,20210520,095231,447698126869671936,微信,10,10,.03,255
tl20210105,20210520,095232,447698129377865728,微信,8,8,.02,200
TL1229,20210520,095232,447698130459996160,微信,10,10,.03,255
tl20210105,20210520,095232,447698131969945600,微信,8,8,.02,200
TL1229,20210520,095358,447698490440331264,微信,50,50,.13,255
TL1229,20210520,095853,447699730729578496,微信,80,80,.2,255
tl20210105,20210520,095854,447699733334241280,微信,10,10,.02,200
TL1229,20210520,100204,447700527773167616,微信,10,10,.03,255
TL1229,20210520,100330,447700889754185728,微信,60,60,.15,255
TL1229,20210520,100503,447701279027539968,微信,65,65,.17,255
tl20210105,20210520,101301,447703284223619072,微信,3,3,.01,200
tl20210105,20210520,101418,447703608388792320,微信,25,25,.05,200
TL1229,20210520,101419,447703610913763328,微信,35,35,.09,255
TL1229,20210520,073448,447663469662875648,微信,10,10,.03,255
TL1229,20210520,074029,447664899106844672,微信,28,28,.07,255
tl20210105,20210520,075330,447668174975709184,微信,10,10,.02,200
tl20210105,20210520,075331,447668177681035264,微信,22,22,.04,200
TL1229,20210520,075809,447669342997098496,微信,10,10,.03,255
TL1229,20210520,080831,447671953745817600,微信,15,15,.04,255
tl20210105,20210520,081340,447673251677384704,微信,8,8,.02,200
tl20210105,20210520,081352,447673299978989568,微信,16,16,.03,200
TL1229,20210520,081352,447673302063558656,微信,10,10,.03,255
TL1229,20210520,081826,447674448832409600,微信,129,129,.33,255
TL1229,20210520,081831,447674395065626624,微信,60,60,.15,255
TL1229,20210520,082220,447675421629919232,微信,28,28,.07,255
tl20210105,20210520,082220,447675432795156480,微信,15,15,.03,200
tl00108,20210520,082227,447675458820812800,微信,25,25,.06,255
tl20210105,20210520,082603,K520703585365135,微信,25,25,.05,200
TL1229,20210520,082906,447677134873079808,微信,10,10,.03,255
TL1229,20210520,082911,447677153445457920,微信,12,12,.03,255
tl20210105,20210520,082913,447677161032953856,微信,10,10,.02,200
TL1229,20210520,083608,447678905309769728,微信,28,28,.07,255
TL1229,20210520,084218,447680457139335168,微信,20,20,.05,255
tl20210105,20210520,084218,447680457550376960,微信,10,10,.02,200
tl20210105,20210520,084513,447681188097470464,微信,10,10,.02,200
tl20210105,20210520,084759,447681885425676288,微信,2,2,0,200
tl20210105,20210520,085109,447682684113432576,微信,25,25,.05,200
tl20210105,20210520,085113,447682700999700480,微信,30,30,.06,200
TL1229,20210520,085121,447682735023894528,微信,30,30,.08,255
tl20210105,20210520,085401,447683404967489536,微信,8,8,.02,200
tl20210105,20210520,085405,447683421648236544,微信,10,10,.02,200
tl20210105,20210520,085700,447684153512341504,微信,18,18,.04,200
TL1229,20210520,085909,447684697089945600,微信,10,10,.03,255
tl20210105,20210520,090127,447685275434135552,微信,15,15,.03,200
TL1229,20210520,090129,447685282757390336,微信,20,20,.05,255
tl20210105,20210520,090519,447686248793681920,微信,16,16,.03,200
tl20210105,20210520,090522,447686262165123072,微信,10,10,.02,200
tl20210105,20210520,090946,447687369008394240,微信,18,18,.04,200
tl00108,20210520,090948,447687377447333888,微信,30,30,.08,255
TL1229,20210520,090956,447687410381008896,微信,30,30,.08,255
tl20210105,20210520,091610,447688977620447232,微信,18,18,.04,200
TL1229,20210520,091612,447688988185899008,微信,28,28,.07,255
tl20210105,20210520,091617,447689005650980864,微信,8,8,.02,200
tl00108,20210520,091618,447689010591870976,微信,45,45,.11,255
tl20210105,20210520,091624,447689038391717888,微信,10,10,.02,200
TL1229,20210520,092024,447690042134802432,微信,18,18,.05,255
tl00108,20210520,092159,447690440690151424,微信,18,18,.05,255
TL1229,20210520,092356,447690933936107520,微信,15,15,.04,255
TL1229,20210520,092543,447691380738535424,微信,45,45,.11,255
TL1229,20210520,092731,447691832817397760,微信,15,15,.04,255
TL1229,20210520,093242,447693138521010176,微信,30,30,.08,255
tl20210105,20210520,093243,447693143910690816,微信,10,10,.02,200
tl20210105,20210520,093244,447693147337437184,微信,8,8,.02,200
TL1229,20210520,093423,447693562170880000,微信,10,10,.03,255
TL1229,20210520,093423,447693537386737664,微信,38,38,.1,255
tl20210105,20210520,093601,447693973644685312,微信,15,15,.03,200
TL1229,20210520,093608,447694002790903808,微信,15,15,.04,255
TL1229,20210520,093815,447694534293106688,微信,28,28,.07,255
TL1229,20210520,093816,447694541373091840,微信,10,10,.03,255
tl20210105,20210520,093823,447694567625240576,微信,21,21,.04,200
TL1229,20210520,094027,447695087718936576,微信,10,10,.03,255
TL1229,20210520,094533,447696372086124544,微信,10,10,.03,255
tl20210105,20210520,094701,447696742661271552,微信,60,60,.12,200
TL1229,20210520,094702,447696744825532416,微信,15,15,.04,255
tl20210105,20210520,094900,447697241091387392,微信,8,8,.02,200
tl20210105,20210520,095407,447698529283780608,微信,40,40,.08,200
tl20210105,20210520,095523,447698849275621376,微信,3,3,.01,200
TL1229,20210520,095709,447699290986164224,微信,10,10,.03,255
TL1229,20210520,095859,447699751663349760,微信,20,20,.05,255
TL1229,20210520,095900,447699759817076736,微信,10,10,.03,255
TL1229,20210520,095901,447699762803421184,微信,15,15,.04,255
TL1229,20210520,100028,447700128576090112,微信,20,20,.05,255
tl20210105,20210520,100204,447700528993710080,微信,10,10,.02,200
tl20210105,20210520,100207,447700540473520128,微信,11,11,.02,200
TL1229,20210520,100335,447700912646696960,微信,28,28,.07,255
TL1229,20210520,100335,447700913099681792,微信,60,60,.15,255
TL1229,20210520,100510,447701294466772992,微信,23,23,.06,255
tl20210105,20210520,100656,K520764112831564,微信,40,40,.08,200
tl20210105,20210520,100657,447701759560560640,微信,10,10,.02,200
tl20210105,20210520,100659,447701767588458496,微信,10,10,.02,200
TL1229,20210520,100701,447701773821194240,微信,15,15,.04,255
TL1229,20210520,101003,447702540309278720,微信,10,10,.03,255
TL1229,20210520,101308,447703315349549056,微信,23,23,.06,255
tl20210105,20210520,101423,K520768584900827,微信,25,25,.05,200
tl20210105,20210520,073456,K520672922140070,微信,28,28,.06,200
TL1229,20210520,074053,447664998516043776,微信,15,15,.04,255
tl20210105,20210520,074107,K520676631978402,微信,22,22,.04,200
TL1229,20210520,074652,447666506347360256,微信,10,10,.03,255
tl20210105,20210520,074657,447666527822196736,微信,15,15,.03,200
tl20210105,20210520,075347,447668244152365056,微信,10,10,.02,200
TL1229,20210520,075846,447669500006674432,微信,38,38,.1,255
TL1229,20210520,080411,447670864631869440,微信,28,28,.07,255
tl20210105,20210520,080846,447672018027720704,微信,10,10,.02,200
TL1229,20210520,080908,447672109954281472,微信,40,40,.1,255
TL1229,20210520,081402,447673342299516928,微信,30,30,.08,255
TL1229,20210520,083231,447677993371611136,微信,20,20,.05,255
tl00108,20210520,083232,447677999491100672,微信,15,15,.04,255
tl00108,20210520,083617,447678943104643072,微信,2,2,.01,255
TL1229,20210520,083620,447678953414242304,微信,28,28,.07,255
tl20210105,20210520,084226,447680487074082816,微信,22,22,.04,200
TL1229,20210520,084226,447680490282725376,微信,30,30,.08,255
TL1229,20210520,084232,447680514697768960,微信,10,10,.03,255
tl20210105,20210520,084518,K520715148692125,微信,53,53,.11,200
tl00108,20210520,085127,447682760529457152,微信,30,30,.08,255
TL1229,20210520,085408,447683433329373184,微信,10,10,.03,255
tl20210105,20210520,085706,447684179542192128,微信,4,4,.01,200
tl20210105,20210520,085711,447684202430509056,微信,8,8,.02,200
tl20210105,20210520,090533,447686305563586560,微信,8,8,.02,200
tl20210105,20210520,090727,447686785324855296,微信,10,10,.02,200
tl20210105,20210520,090958,447687417708457984,微信,88,88,.18,200
TL1229,20210520,091003,447687429947437056,微信,35,35,.09,255
tl20210105,20210520,091627,447689047757598720,微信,25,25,.05,200
tl20210105,20210520,091826,447689550386212864,微信,8,8,.02,200
TL1229,20210520,091826,447689550465904640,微信,40,40,.1,255
TL1229,20210520,092205,447690466761945088,微信,10,10,.03,255
tl20210105,20210520,092207,447690476207517696,微信,10,10,.02,200
tl20210105,20210520,092401,447690954119098368,微信,8,8,.02,200
TL1229,20210520,092925,447692310359879680,微信,18,18,.05,255
tl20210105,20210520,093433,447693602633330688,微信,22,22,.04,200
TL1229,20210520,093436,447693618131283968,微信,10,10,.03,255
TL1229,20210520,093610,447694013075337216,微信,28,28,.07,255
TL1229,20210520,093615,447694033824559104,微信,10,10,.03,255
tl20210105,20210520,093616,447694030473310208,微信,43,43,.09,200
TL1229,20210520,093828,447694589427232768,微信,10,10,.03,255
TL1229,20210520,094400,447695982343008256,微信,12,12,.03,255
TL1229,20210520,094402,447695991448842240,微信,15,15,.04,255
tl20210105,20210520,094540,447696401844711424,微信,47,47,.09,200
TL1229,20210520,094905,447697260536180736,微信,10,10,.03,255
TL1229,20210520,095058,447697735021015040,微信,45,45,.11,255
tl20210105,20210520,095058,447697736744873984,微信,8,8,.02,200
TL1229,20210520,095059,447697740104511488,微信,10,10,.03,255
TL1229,20210520,095100,447697742344269824,微信,75,75,.19,255
tl20210105,20210520,095246,447698188962148352,微信,20,20,.04,200
tl20210105,20210520,095409,447698536703504384,微信,8,8,.02,200
tl20210105,20210520,095412,447698547814215680,微信,8,8,.02,200
tl20210105,20210520,095529,447698871106973696,微信,10,10,.02,200
tl00108,20210520,100513,447701320702144512,微信,10,10,.03,255
TL1229,20210520,100706,447701793970630656,微信,10,10,.03,255
TL1229,20210520,100848,447702224478187520,微信,20,20,.05,255
TL1229,20210520,101008,447702560479686656,微信,30,30,.08,255
tl20210105,20210520,101139,447702939497967616,微信,15,15,.03,200
TL1229,20210520,101315,447703343598186496,微信,20,20,.05,255
tl20210105,20210520,101427,K520768635675276,微信,15,15,.03,200
TL1229,20210520,080935,447672220641964032,微信,10,10,.03,255
TL1229,20210520,081412,447673383995092992,微信,58,58,.15,255
tl20210105,20210520,081903,447674604394950656,微信,26,26,.05,200
TL1229,20210520,081905,447674614079598592,微信,10,10,.03,255
tl20210105,20210520,081914,447674649366278144,微信,25,25,.05,200
tl20210105,20210520,082247,447675543709331456,微信,25,25,.05,200
TL1229,20210520,082618,447676428061552640,微信,35,35,.09,255
TL1229,20210520,082935,447677253982924800,微信,10,10,.03,255
TL1229,20210520,083240,447678029660729344,微信,28,28,.07,255
tl20210105,20210520,083240,447678033104252928,微信,10,10,.02,200
TL1229,20210520,083928,447679742153109504,微信,10,10,.03,255
tl20210105,20210520,084537,447681290073583616,微信,33,33,.07,200
tl20210105,20210520,084818,447681965922758656,微信,10,10,.02,200
tl00108,20210520,084823,447681986344824832,微信,20,20,.05,255
TL1229,20210520,085134,447682788820037632,微信,60,60,.15,255
tl20210105,20210520,085713,K520722280457949,微信,20,20,.04,200
tl20210105,20210520,085713,447684211347599360,微信,35,35,.07,200
TL1229,20210520,090139,447685325103083520,微信,10,10,.03,255
tl20210105,20210520,090540,447686337033449472,微信,5,5,.01,200
TL1229,20210520,092030,447690068739272704,微信,15,15,.04,255
tl20210105,20210520,092600,447691432676601856,微信,8,8,.02,200
tl00108,20210520,092602,447691462821064704,微信,25,25,.06,255
TL1229,20210520,092750,447691913058627584,微信,80,80,.2,255
tl20210105,20210520,093438,447693627673325568,微信,68,68,.14,200
TL1229,20210520,093616,447694037595238400,微信,81,81,.21,255
tl20210105,20210520,093618,447694044008329216,微信,3,3,.01,200
TL1229,20210520,093626,447694076753260544,微信,15,15,.04,255
TL1229,20210520,093836,447694623652753408,微信,30,30,.08,255
tl20210105,20210520,094038,447695134070190080,微信,2,2,0,200
TL1229,20210520,094220,447695563923435520,微信,10,10,.03,255
tl20210105,20210520,094221,447695569283756032,微信,8,8,.02,200
TL1229,20210520,094229,447695600170610688,微信,10,10,.03,255
TL1229,20210520,094230,447695605585457152,微信,10,10,.03,255
tl20210105,20210520,094543,447696413416796160,微信,8,8,.02,200
tl20210105,20210520,094543,447696415492976640,微信,8,8,.02,200
tl20210105,20210520,095248,K520755641472247,微信,20,20,.04,200
TL1229,20210520,095414,447698556391567360,微信,27,27,.07,255
tl20210105,20210520,095416,447698568131424256,微信,25,25,.05,200
tl20210105,20210520,095417,447698570803195904,微信,38,38,.08,200
TL1229,20210520,095719,447699333591904256,微信,15,15,.04,255
tl20210105,20210520,100036,447700160633155584,微信,43,43,.09,200
TL1229,20210520,100527,447701380529696768,微信,15,15,.04,255
tl20210105,20210520,100853,447702244027838464,微信,10,10,.02,200
tl20210105,20210520,101015,447702589114200064,微信,8,8,.02,200
TL1229,20210520,101145,447702965372628992,微信,10,10,.03,255
TL1229,20210520,073526,447663626898944000,微信,10,10,.03,255
TL1229,20210520,074744,447666723582947328,微信,40,40,.1,255
tl00108,20210520,075425,447668407675695104,微信,12,12,.03,255
tl20210105,20210520,075906,447669583624318976,微信,10,10,.02,200
tl20210105,20210520,080429,447670937335934976,微信,18,18,.04,200
tl20210105,20210520,080949,447672281773944832,微信,10,10,.02,200
TL1229,20210520,081428,447673449443012608,微信,25,25,.06,255
TL1229,20210520,081428,447673450088935424,微信,20,20,.05,255
TL1229,20210520,081444,447673517722087424,微信,10,10,.03,255
tl20210105,20210520,081446,447673524462333952,微信,10,10,.02,200
TL1229,20210520,081453,447673555558903808,微信,30,30,.08,255
TL1229,20210520,081915,447674654923730944,微信,40,40,.1,255
TL1229,20210520,081922,447674683377889280,微信,10,10,.03,255
TL1229,20210520,082257,447675586784833536,微信,65,65,.17,255
tl20210105,20210520,082622,K520703782213599,微信,36,36,.07,200
TL1229,20210520,082629,447676475478159360,微信,38,38,.1,255
